entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
SA0198,service_account,2026-07-27 08:23:36.959999,164.68.124.234,"Mexico City, Mexico",Cloud_Console,token,341.85385323675496,"login_success,read,logout",Ubuntu20.04_8a-2a-d9-28-dc-5c_IPv4,normal
ED0149,edge_device,2026-07-27 08:24:09.959999,221.136.178.222,"Bangkok, Thailand",IoT_Gateway_A,certificate,239.95894107473433,"login_success,read,logout",RTOS_92-1a-93-9f-b4-35_IPv4,normal
U0127,user,2026-07-27 08:27:21.959999,12.92.69.163,"Toronto, Canada",Cloud_Console,biometric,113.52967075944099,"login_success,execute,logout",macOS_cc-54-83-f6-97-ad_IPv4,normal
U0119,user,2026-07-27 08:27:58.959999,212.148.107.158,"Auckland, New Zealand",IoT_Gateway_B,biometric,243.07833168611853,"login_success,read,logout",iOS_aa-76-ec-82-eb-82_IPv4,normal
SA0106,service_account,2026-07-27 08:29:29.959999,175.252.172.75,"Sydney, Australia",Cloud_Console,token,298.7593845618716,"login_success,download,logout",Ubuntu20.04_3e-95-8b-d4-f7-f1_IPv4,normal
U0161,user,2026-07-27 08:30:43.959999,28.241.8.65,"Jakarta, Indonesia",IoT_Gateway_A,password,155.46262320670593,"login_success,execute,logout",Win10_f6-d5-94-3a-cf-0a_IPv4,normal
ED0004,edge_device,2026-07-27 08:30:53.959999,179.69.78.125,"New York, USA",IoT_Gateway_A,certificate,178.5420679882026,"login_success,write,read,logout",RTOS_9a-2f-c2-31-b7-b0_IPv4,normal
U0114,user,2026-07-27 08:31:32.959999,24.123.17.14,"Chicago, USA",Cloud_Console,biometric,305.02169815121823,"login_success,execute,logout",macOS_f4-ad-cb-29-a8-c2_IPv4,normal
U0154,user,2026-07-27 08:31:52.959999,21.9.127.44,"Seoul, South Korea",Cloud_Console,biometric,262.14182993320736,"login_success,read,logout",macOS_26-bd-9f-a6-2b-1a_IPv4,normal
ED0128,edge_device,2026-07-27 08:33:28.959999,68.209.180.106,"London, UK",IoT_Gateway_A,certificate,247.45569839784923,"login_success,execute,logout",RTOS_ca-48-73-cb-bb-2e_IPv4,normal
U0079,user,2026-07-27 08:34:58.959999,26.102.132.28,"Toronto, Canada",HR_Portal,password,470.2452596342231,"login_success,read,logout",macOS_56-5d-f9-6c-b5-84_IPv4,normal
SA0176,service_account,2026-07-27 08:37:32.959999,201.93.239.21,"Singapore, Singapore",Cloud_Console,token,213.08791576613027,"login_success,read,logout",Ubuntu20.04_12-f8-62-73-46-4f_IPv4,normal
ED0153,edge_device,2026-07-27 08:38:01.959999,132.116.22.108,"Nairobi, Kenya",IoT_Gateway_A,certificate,401.9389453276962,"login_success,read,logout",RTOS_6a-48-0f-2e-6e-c0_IPv4,normal
U0063,user,2026-07-27 08:38:58.959999,41.199.143.184,"Nairobi, Kenya",HR_Portal,password,365.37488010336955,"login_success,read,logout",Win10_8a-6d-20-d4-d0-a9_IPv4,normal
U0103,user,2026-07-27 08:42:26.959999,63.231.79.153,"Berlin, Germany",IoT_Gateway_A,biometric,181.99739554828352,"login_success,write,read,logout",iOS_ec-e2-1a-68-88-43_IPv4,normal
U0158,user,2026-07-27 08:42:30.959999,102.216.77.184,"Bangkok, Thailand",Cloud_Console,biometric,446.21989142653797,"login_success,read,logout",Win10_00-46-82-94-a7-3d_IPv4,normal
ED0088,edge_device,2026-07-27 08:42:34.959999,35.73.193.150,"Amsterdam, Netherlands",IoT_Gateway_B,certificate,264.84958270944577,"login_success,read,logout",RTOS_7c-81-f4-3a-21-cd_IPv4,normal
U0168,user,2026-07-27 08:42:37.959999,17.210.11.22,"London, UK",Cloud_Console,biometric,309.8371199227388,"login_success,execute,logout",iOS_76-bc-92-27-2e-c4_IPv4,normal
U0073,user,2026-07-27 08:43:53.959999,33.164.183.24,"Mumbai, India",HR_Portal,biometric,384.1418260738632,"login_success,read,logout",macOS_96-9f-c0-cb-65-26_IPv4,normal
U0029,user,2026-07-27 08:45:47.959999,222.143.109.183,"Berlin, Germany",IoT_Gateway_A,biometric,213.2788095716311,"login_success,read,logout",iOS_4a-92-d8-f9-4f-61_IPv4,normal
ED0109,edge_device,2026-07-27 08:46:01.959999,159.86.68.113,"Sydney, Australia",IoT_Gateway_B,certificate,148.10732090269371,"login_success,write,read,logout",RTOS_8c-4c-e4-f7-b0-aa_IPv4,normal
ED0067,edge_device,2026-07-27 08:46:03.959999,20.21.134.224,"Buenos Aires, Argentina",IoT_Gateway_B,certificate,246.18342838217626,"login_success,write,read,logout",RTOS_22-0d-c9-0d-2a-db_IPv4,normal
U0138,user,2026-07-27 08:46:23.959999,104.11.157.74,"London, UK",IoT_Gateway_A,biometric,177.45212861435618,"login_success,download,logout",macOS_1c-8d-4a-42-80-59_IPv4,normal
U0103,user,2026-07-27 08:47:24.959999,63.231.79.153,"Berlin, Germany",IoT_Gateway_A,biometric,272.5281154241575,"login_success,execute,logout",iOS_ec-e2-1a-68-88-43_IPv4,normal
U0196,user,2026-07-27 08:47:44.959999,186.159.32.133,"Jakarta, Indonesia",VPN_Gateway,biometric,365.7465222671817,"login_success,write,read,logout",macOS_be-8b-3f-bc-df-cc_IPv4,normal
U0157,user,2026-07-27 08:48:06.959999,159.36.253.179,"Singapore, Singapore",IoT_Gateway_B,password,442.60063735292744,"login_success,write,read,logout",macOS_00-9d-17-70-ca-1c_IPv4,normal
U0169,user,2026-07-27 08:49:06.959999,130.160.29.187,"Moscow, Russia",Cloud_Console,biometric,416.87169003807605,"login_success,read,logout",Win10_f4-e6-60-a4-f3-4d_IPv4,normal
ED0017,edge_device,2026-07-27 08:49:19.959999,197.58.228.251,"Sydney, Australia",IoT_Gateway_A,certificate,367.1712757303751,"login_success,download,logout",RTOS_ba-7a-1d-7b-28-2b_IPv4,normal
U0085,user,2026-07-27 08:49:56.959999,185.14.83.73,"Buenos Aires, Argentina",HR_Portal,password,251.4122826783028,"login_success,execute,logout",iOS_2c-33-63-97-74-b8_IPv4,normal
SA0050,service_account,2026-07-27 08:49:58.959999,144.77.95.163,"Melbourne, Australia",Cloud_Console,token,208.60076518151868,"login_success,download,logout",Ubuntu20.04_6e-16-df-00-64-ba_IPv4,normal
U0175,user,2026-07-27 08:50:32.959999,69.251.34.39,"Moscow, Russia",Code_Repo,biometric,412.0615309473279,"login_success,read,logout",Win10_2e-d8-b9-09-b9-9e_IPv4,normal
U0141,user,2026-07-27 08:53:55.959999,179.125.94.213,"Chicago, USA",VPN_Gateway,password,403.3070731147179,"login_success,write,read,logout",macOS_a4-e7-71-16-9a-ea_IPv4,normal
U0127,user,2026-07-27 08:54:13.959999,12.92.69.163,"Toronto, Canada",Cloud_Console,biometric,564.2601312737181,"login_success,write,read,logout",macOS_cc-54-83-f6-97-ad_IPv4,normal
U0022,user,2026-07-27 08:54:24.959999,218.146.222.199,"Mumbai, India",Code_Repo,password,271.47002718837894,"login_success,download,logout",macOS_8a-24-79-8e-f8-6d_IPv4,normal
U0103,user,2026-07-27 08:54:41.959999,63.231.79.153,"Berlin, Germany",VPN_Gateway,biometric,353.42328703322903,"login_success,read,logout",iOS_ec-e2-1a-68-88-43_IPv4,normal
U0085,user,2026-07-27 08:54:59.959999,185.14.83.73,"Buenos Aires, Argentina",Financial_API,password,318.0455354693822,"login_success,download,logout",iOS_2c-33-63-97-74-b8_IPv4,normal
SA0184,service_account,2026-07-27 08:55:31.959999,87.238.252.44,"Rome, Italy",Financial_API,token,299.82978643454487,"login_success,read,logout",Ubuntu20.04_06-78-c5-29-bf-72_IPv4,normal
U0002,user,2026-07-27 08:58:38.959999,8.108.176.251,"Seoul, South Korea",Code_Repo,password,301.46231412542886,"login_success,execute,logout",macOS_ce-65-d6-70-e5-8e_IPv4,normal
U0002,user,2026-07-27 08:58:42.959999,8.108.176.251,"Seoul, South Korea",HR_Portal,password,215.52859526259235,"login_success,read,logout",macOS_ce-65-d6-70-e5-8e_IPv4,normal
U0020,user,2026-07-27 08:59:49.959999,222.114.147.17,"Paris, France",IoT_Gateway_B,password,351.7762584537616,"login_success,execute,logout",iOS_04-3d-7e-73-20-ad_IPv4,normal
U0025,user,2026-07-27 09:00:03.959999,53.183.34.65,"Mumbai, India",Cloud_Console,biometric,277.37847824077943,"login_success,execute,logout",macOS_22-37-7f-62-61-e5_IPv4,normal
U0108,user,2026-07-27 09:01:11.959999,166.163.154.170,"Lagos, Nigeria",VPN_Gateway,password,172.6925709376897,"login_success,execute,logout",iOS_d6-ae-88-01-90-98_IPv4,normal
U0186,user,2026-07-27 09:02:20.959999,173.28.63.87,"Paris, France",VPN_Gateway,biometric,450.5634486477464,"login_success,write,read,logout",macOS_40-f0-e5-02-28-09_IPv4,normal
U0141,user,2026-07-27 09:02:45.959999,179.125.94.213,"Chicago, USA",VPN_Gateway,password,146.84012494905681,"login_success,download,logout",macOS_a4-e7-71-16-9a-ea_IPv4,normal
SA0041,service_account,2026-07-27 09:02:47.959999,128.158.109.169,"Madrid, Spain",Cloud_Console,token,267.06711647942035,"login_success,write,read,logout",Ubuntu20.04_94-39-26-4c-12-bd_IPv4,normal
SA0176,service_account,2026-07-27 09:04:09.959999,201.93.239.21,"Singapore, Singapore",Cloud_Console,token,217.40370899874284,"login_success,read,logout",Ubuntu20.04_12-f8-62-73-46-4f_IPv4,normal
U0196,user,2026-07-27 09:05:28.959999,186.159.32.133,"Jakarta, Indonesia",IoT_Gateway_A,biometric,438.26172629283286,"login_success,write,read,logout",macOS_be-8b-3f-bc-df-cc_IPv4,normal
U0025,user,2026-07-27 09:07:05.959999,53.183.34.65,"Mumbai, India",HR_Portal,biometric,323.0924021693189,"login_success,execute,logout",macOS_22-37-7f-62-61-e5_IPv4,normal
ED0131,edge_device,2026-07-27 09:07:05.959999,132.11.191.121,"London, UK",IoT_Gateway_A,certificate,357.2767552596953,"login_success,download,logout",RTOS_0a-ed-9a-d1-3b-47_IPv4,normal
U0079,user,2026-07-27 09:07:39.959999,26.102.132.28,"Toronto, Canada",IoT_Gateway_B,password,370.0250537455028,"login_success,read,logout",macOS_56-5d-f9-6c-b5-84_IPv4,normal
U0053,user,2026-07-27 09:08:28.959999,153.253.34.181,"Seoul, South Korea",Financial_API,biometric,254.3617189326709,"login_success,write,read,logout",Win10_c8-00-9b-92-6b-dc_IPv4,normal
U0186,user,2026-07-27 09:09:32.959999,173.28.63.87,"Paris, France",VPN_Gateway,biometric,277.75171478941746,"login_success,write,read,logout",macOS_40-f0-e5-02-28-09_IPv4,normal
U0054,user,2026-07-27 09:09:55.959999,148.159.187.62,"Auckland, New Zealand",Customer_DB,biometric,168.73206090794716,"login_success,write,read,logout",iOS_ca-ee-e2-e2-6d-f2_IPv4,normal
U0072,user,2026-07-27 09:10:30.959999,201.220.49.222,"Bogota, Colombia",Code_Repo,biometric,87.64497199616557,"login_success,download,logout",Win10_f6-83-bc-55-3a-53_IPv4,normal
U0144,user,2026-07-27 09:11:17.959999,148.207.214.156,"Nairobi, Kenya",Cloud_Console,password,316.4319485983951,"login_success,download,logout",macOS_ca-c3-96-e8-dc-32_IPv4,normal
U0127,user,2026-07-27 09:11:30.959999,12.92.69.163,"Toronto, Canada",IoT_Gateway_A,biometric,320.5125110376974,"login_success,write,read,logout",macOS_cc-54-83-f6-97-ad_IPv4,normal
U0175,user,2026-07-27 09:12:00.959999,69.251.34.39,"Moscow, Russia",Customer_DB,biometric,342.1662402299435,"login_success,execute,logout",Win10_2e-d8-b9-09-b9-9e_IPv4,normal
U0020,user,2026-07-27 09:13:02.959999,222.114.147.17,"Paris, France",Code_Repo,password,363.4536643669405,"login_success,read,logout",iOS_04-3d-7e-73-20-ad_IPv4,normal
U0026,user,2026-07-27 09:13:37.959999,49.211.175.6,"Amsterdam, Netherlands",Code_Repo,biometric,372.44278223382884,"login_success,download,logout",macOS_0c-ec-7f-26-e2-32_IPv4,normal
U0075,user,2026-07-27 09:13:42.959999,27.219.183.119,"Lagos, Nigeria",VPN_Gateway,biometric,300.5499659824946,"login_success,read,logout",Win10_1a-23-ae-06-d7-fa_IPv4,normal
U0074,user,2026-07-27 09:14:29.959999,143.138.216.36,"Melbourne, Australia",VPN_Gateway,password,243.22308328465692,"login_success,read,logout",Win10_88-34-9a-3d-15-b1_IPv4,normal
U0163,user,2026-07-27 09:15:44.959999,133.8.141.207,"London, UK",IoT_Gateway_B,biometric,340.7821959996144,"login_success,read,logout",iOS_c6-ca-9e-ad-71-aa_IPv4,normal
U0158,user,2026-07-27 09:16:43.959999,102.216.77.184,"Bangkok, Thailand",Cloud_Console,biometric,218.91848699934775,"login_success,write,read,logout",Win10_00-46-82-94-a7-3d_IPv4,normal
SA0049,service_account,2026-07-27 09:17:36.959999,91.207.228.131,"Singapore, Singapore",Customer_DB,token,207.56177320435245,"login_success,read,logout",Ubuntu20.04_e6-b0-a0-df-3b-c5_IPv4,normal
U0197,user,2026-07-27 09:20:26.959999,28.95.100.218,"Bangkok, Thailand",HR_Portal,password,218.6942651180666,"login_success,download,logout",Win10_ec-ad-5f-fe-fe-bc_IPv4,normal
U0075,user,2026-07-27 09:20:27.959999,27.219.183.119,"Lagos, Nigeria",VPN_Gateway,biometric,274.5149219544837,"login_success,execute,logout",Win10_1a-23-ae-06-d7-fa_IPv4,normal
U0192,user,2026-07-27 09:21:17.959999,113.168.155.113,"Melbourne, Australia",Financial_API,biometric,210.26521944107003,"login_success,download,logout",Win10_d0-aa-44-16-b4-ad_IPv4,normal
U0059,user,2026-07-27 09:24:30.959999,2.124.69.109,"Los Angeles, USA",Cloud_Console,biometric,232.5029096447605,"login_success,write,read,logout",macOS_9c-e9-44-ed-a2-e2_IPv4,normal
U0130,user,2026-07-27 09:28:04.959999,151.198.57.96,"Nairobi, Kenya",IoT_Gateway_A,password,197.9963927821392,"login_success,execute,logout",Win10_ea-37-77-f1-0c-a7_IPv4,normal
U0196,user,2026-07-27 09:28:28.959999,186.159.32.133,"Jakarta, Indonesia",VPN_Gateway,biometric,310.0877927460738,"login_success,read,logout",macOS_be-8b-3f-bc-df-cc_IPv4,normal
U0085,user,2026-07-27 09:28:49.959999,185.14.83.73,"Buenos Aires, Argentina",HR_Portal,password,116.66663706908616,"login_success,download,logout",iOS_2c-33-63-97-74-b8_IPv4,normal
U0020,user,2026-07-27 09:29:12.959999,222.114.147.17,"Paris, France",Code_Repo,password,302.7248148367009,"login_success,write,read,logout",iOS_04-3d-7e-73-20-ad_IPv4,normal
U0144,user,2026-07-27 09:30:14.959999,148.207.214.156,"Nairobi, Kenya",IoT_Gateway_A,password,130.76419213424168,"login_success,read,logout",macOS_ca-c3-96-e8-dc-32_IPv4,normal
U0175,user,2026-07-27 09:30:35.959999,69.251.34.39,"Moscow, Russia",Code_Repo,biometric,58.39777339063542,"login_success,download,logout",Win10_2e-d8-b9-09-b9-9e_IPv4,normal
U0074,user,2026-07-27 09:31:27.959999,143.138.216.36,"Melbourne, Australia",Code_Repo,password,51.6005040451646,"login_success,download,logout",Win10_88-34-9a-3d-15-b1_IPv4,normal
U0121,user,2026-07-27 09:31:33.959999,155.39.224.174,"Nairobi, Kenya",HR_Portal,biometric,177.20376856861031,"login_success,execute,logout",macOS_da-80-e9-9a-65-c4_IPv4,normal
U0025,user,2026-07-27 09:33:54.959999,53.183.34.65,"Mumbai, India",HR_Portal,biometric,230.40960509438395,"login_success,write,read,logout",macOS_22-37-7f-62-61-e5_IPv4,normal
U0161,user,2026-07-27 09:33:56.959999,28.241.8.65,"Jakarta, Indonesia",IoT_Gateway_A,password,98.04430296671018,"login_success,download,logout",Win10_f6-d5-94-3a-cf-0a_IPv4,normal
U0141,user,2026-07-27 09:34:19.959999,179.125.94.213,"Chicago, USA",Financial_API,password,283.8008024700248,"login_success,execute,logout",macOS_a4-e7-71-16-9a-ea_IPv4,normal
U0020,user,2026-07-27 09:35:29.959999,222.114.147.17,"Paris, France",IoT_Gateway_B,password,220.79597075375656,"login_success,read,logout",iOS_04-3d-7e-73-20-ad_IPv4,normal
U0059,user,2026-07-27 09:35:51.959999,2.124.69.109,"Los Angeles, USA",HR_Portal,biometric,360.0755781988441,"login_success,read,logout",macOS_9c-e9-44-ed-a2-e2_IPv4,normal
ED0062,edge_device,2026-07-27 09:36:20.959999,49.99.199.198,"Jakarta, Indonesia",IoT_Gateway_B,certificate,327.7745390231863,"login_success,execute,logout",RTOS_3a-ab-a3-29-46-4d_IPv4,normal
U0043,user,2026-07-27 09:36:57.959999,47.248.75.145,"Los Angeles, USA",HR_Portal,password,244.29362313690555,"login_success,download,logout",Win10_dc-34-b5-d0-4f-79_IPv4,normal
U0103,user,2026-07-27 09:37:39.959999,63.231.79.153,"Berlin, Germany",VPN_Gateway,biometric,292.4188493471613,"login_success,read,logout",iOS_ec-e2-1a-68-88-43_IPv4,normal
U0158,user,2026-07-27 09:37:49.959999,102.216.77.184,"Bangkok, Thailand",HR_Portal,biometric,359.3052899781313,"login_success,download,logout",Win10_00-46-82-94-a7-3d_IPv4,normal
U0197,user,2026-07-27 09:37:55.959999,28.95.100.218,"Bangkok, Thailand",HR_Portal,password,418.9627666917986,"login_success,read,logout",Win10_ec-ad-5f-fe-fe-bc_IPv4,normal
SA0090,service_account,2026-07-27 09:37:58.959999,3.170.41.133,"Jakarta, Indonesia",Customer_DB,token,410.2610452683748,"login_success,download,logout",Ubuntu20.04_dc-73-c2-e6-e2-98_IPv4,normal
U0048,user,2026-07-27 09:39:59.959999,13.76.99.205,"Seoul, South Korea",IoT_Gateway_A,password,419.34305592775246,"login_success,download,logout",iOS_08-0e-3b-85-5b-87_IPv4,normal
U0056,user,2026-07-27 09:40:30.959999,44.190.139.122,"Madrid, Spain",Code_Repo,password,423.5451358088024,"login_success,execute,logout",Win10_9c-4b-0c-17-7d-f3_IPv4,normal
ED0088,edge_device,2026-07-27 09:42:57.959999,35.73.193.150,"Amsterdam, Netherlands",IoT_Gateway_A,certificate,228.86723681805057,"login_success,write,read,logout",RTOS_7c-81-f4-3a-21-cd_IPv4,normal
U0157,user,2026-07-27 09:43:03.959999,159.36.253.179,"Singapore, Singapore",Financial_API,password,137.87295601058432,"login_success,write,read,logout",macOS_00-9d-17-70-ca-1c_IPv4,normal
U0056,user,2026-07-27 09:46:13.959999,44.190.139.122,"Madrid, Spain",Code_Repo,password,335.5784648879581,"login_success,write,read,logout",Win10_9c-4b-0c-17-7d-f3_IPv4,normal
U0002,user,2026-07-27 09:46:14.959999,8.108.176.251,"Seoul, South Korea",HR_Portal,password,277.14037634331874,"login_success,download,logout",macOS_ce-65-d6-70-e5-8e_IPv4,normal
U0163,user,2026-07-27 09:46:35.959999,133.8.141.207,"London, UK",IoT_Gateway_B,biometric,255.98816750477891,"login_success,read,logout",iOS_c6-ca-9e-ad-71-aa_IPv4,normal
U0155,user,2026-07-27 09:46:48.959999,104.203.211.192,"Sao Paulo, Brazil",Code_Repo,password,292.15744044927965,"login_success,write,read,logout",iOS_9a-29-8b-e2-d9-f8_IPv4,normal
U0119,user,2026-07-27 09:51:00.959999,212.148.107.158,"Auckland, New Zealand",IoT_Gateway_A,biometric,313.51147426921426,"login_success,execute,logout",iOS_aa-76-ec-82-eb-82_IPv4,normal
U0163,user,2026-07-27 09:51:22.959999,133.8.141.207,"London, UK",Customer_DB,biometric,330.85120987917355,"login_success,read,logout",iOS_c6-ca-9e-ad-71-aa_IPv4,normal
ED0153,edge_device,2026-07-27 09:53:33.959999,132.116.22.108,"Nairobi, Kenya",IoT_Gateway_B,certificate,312.3862725514345,"login_success,write,read,logout",RTOS_6a-48-0f-2e-6e-c0_IPv4,normal
SA0038,service_account,2026-07-27 09:54:47.959999,73.242.219.202,"Melbourne, Australia",Customer_DB,token,330.0327717564426,"login_success,write,read,logout",Ubuntu20.04_ae-8b-90-6b-af-68_IPv4,normal
U0144,user,2026-07-27 09:55:40.959999,148.207.214.156,"Nairobi, Kenya",Cloud_Console,password,206.4282099694047,"login_success,execute,logout",macOS_ca-c3-96-e8-dc-32_IPv4,normal
ED0195,edge_device,2026-07-27 09:55:51.959999,167.147.11.162,"Tokyo, Japan",IoT_Gateway_A,certificate,257.8051971467685,"login_success,write,read,logout",RTOS_dc-81-12-61-92-b6_IPv4,normal
U0100,user,2026-07-27 09:56:36.959999,53.84.236.191,"Buenos Aires, Argentina",HR_Portal,password,189.24092694877643,"login_success,write,read,logout",macOS_b0-a4-35-52-a8-d2_IPv4,normal
U0076,user,2026-07-27 09:57:41.959999,27.151.11.93,"Cairo, Egypt",Cloud_Console,biometric,237.17096930807926,"login_success,execute,logout",macOS_9c-eb-4e-de-5a-8a_IPv4,normal
U0043,user,2026-07-27 09:58:58.959999,47.248.75.145,"Los Angeles, USA",IoT_Gateway_B,password,252.3171202074068,"login_success,download,logout",Win10_dc-34-b5-d0-4f-79_IPv4,normal
ED0062,edge_device,2026-07-27 09:59:20.959999,49.99.199.198,"Jakarta, Indonesia",IoT_Gateway_B,certificate,281.774510791017,"login_success,read,logout",RTOS_3a-ab-a3-29-46-4d_IPv4,normal
U0072,user,2026-07-27 09:59:46.959999,201.220.49.222,"Bogota, Colombia",Code_Repo,biometric,424.87257195592497,"login_success,read,logout",Win10_f6-83-bc-55-3a-53_IPv4,normal
U0009,user,2026-07-27 10:01:10.959999,46.14.44.201,"Moscow, Russia",Customer_DB,password,323.3112118055847,"login_success,write,read,logout",Win10_66-a6-1c-75-10-a1_IPv4,normal
SA0018,service_account,2026-07-27 10:01:45.959999,18.54.253.41,"Madrid, Spain",IoT_Gateway_A,token,120.0,"login_success,read,write,logout",Ubuntu20.04_86-40-41-f3-54-87_IPv4,insider_drift
U0100,user,2026-07-27 10:03:31.959999,53.84.236.191,"Buenos Aires, Argentina",HR_Portal,password,402.5003870656525,"login_success,read,logout",macOS_b0-a4-35-52-a8-d2_IPv4,normal
U0135,user,2026-07-27 10:03:35.959999,55.130.106.123,"Cairo, Egypt",Financial_API,password,312.4985930067455,"login_success,download,logout",iOS_f6-b7-1f-cb-8d-61_IPv4,normal
ED0182,edge_device,2026-07-27 10:03:58.959999,204.255.87.15,"Rome, Italy",IoT_Gateway_B,certificate,362.189440487057,"login_success,execute,logout",RTOS_e6-91-2a-52-8b-e6_IPv4,normal
U0154,user,2026-07-27 10:05:23.959999,21.9.127.44,"Seoul, South Korea",IoT_Gateway_B,biometric,197.31569052714286,"login_success,execute,logout",macOS_26-bd-9f-a6-2b-1a_IPv4,normal
U0087,user,2026-07-27 10:05:52.959999,223.181.71.62,"Bogota, Colombia",Code_Repo,biometric,326.3744512952137,"login_success,write,read,logout",Win10_70-34-06-91-f0-f5_IPv4,normal
U0043,user,2026-07-27 10:05:59.959999,47.248.75.145,"Los Angeles, USA",HR_Portal,password,303.3451404732117,"login_success,execute,logout",Win10_dc-34-b5-d0-4f-79_IPv4,normal
ED0016,edge_device,2026-07-27 10:06:13.959999,176.4.175.90,"Melbourne, Australia",IoT_Gateway_B,certificate,291.1278426084938,"login_success,read,logout",RTOS_e0-a5-fa-09-39-b9_IPv4,normal
U0052,user,2026-07-27 10:06:15.959999,50.236.3.200,"Moscow, Russia",Customer_DB,password,266.7169068262928,"login_success,execute,logout",iOS_9c-41-62-d7-c2-59_IPv4,normal
U0084,user,2026-07-27 10:06:21.959999,186.24.248.0,"Rome, Italy",HR_Portal,biometric,356.7036395839412,"login_success,read,logout",macOS_46-3d-5e-62-6e-f7_IPv4,normal
U0011,user,2026-07-27 10:07:03.959999,121.249.23.215,"Rome, Italy",VPN_Gateway,biometric,422.2432295311785,"login_success,execute,logout",iOS_22-86-db-cc-b9-70_IPv4,normal
U0020,user,2026-07-27 10:07:14.959999,222.114.147.17,"Paris, France",Code_Repo,password,262.7380003632506,"login_success,download,logout",iOS_04-3d-7e-73-20-ad_IPv4,normal
ED0182,edge_device,2026-07-27 10:08:07.959999,204.255.87.15,"Rome, Italy",IoT_Gateway_B,certificate,279.7626989300202,"login_success,download,logout",RTOS_e6-91-2a-52-8b-e6_IPv4,normal
U0043,user,2026-07-27 10:09:18.959999,47.248.75.145,"Los Angeles, USA",HR_Portal,password,384.5227864896746,"login_success,download,logout",Win10_dc-34-b5-d0-4f-79_IPv4,normal
U0162,user,2026-07-27 10:09:25.959999,61.114.58.67,"Singapore, Singapore",VPN_Gateway,biometric,194.82365276941027,"login_success,write,read,logout",Win10_6e-b9-2d-df-36-7c_IPv4,normal
U0025,user,2026-07-27 10:09:30.959999,53.183.34.65,"Mumbai, India",HR_Portal,biometric,472.3211225573684,"login_success,write,read,logout",macOS_22-37-7f-62-61-e5_IPv4,normal
SA0038,service_account,2026-07-27 10:10:10.959999,73.242.219.202,"Melbourne, Australia",Financial_API,token,341.9128293680071,"login_success,read,logout",Ubuntu20.04_ae-8b-90-6b-af-68_IPv4,normal
U0162,user,2026-07-27 10:10:20.959999,61.114.58.67,"Singapore, Singapore",Code_Repo,biometric,355.9185531561147,"login_success,read,logout",Win10_6e-b9-2d-df-36-7c_IPv4,normal
U0197,user,2026-07-27 10:11:08.959999,28.95.100.218,"Bangkok, Thailand",Cloud_Console,password,264.86099451585574,"login_success,execute,logout",Win10_ec-ad-5f-fe-fe-bc_IPv4,normal
U0151,user,2026-07-27 10:13:26.959999,183.60.177.254,"Toronto, Canada",Code_Repo,biometric,236.46326562322668,"login_success,download,logout",macOS_44-db-0d-88-0e-5c_IPv4,normal
U0031,user,2026-07-27 10:13:29.959999,213.9.176.92,"Chicago, USA",Customer_DB,biometric,339.5584905440531,"login_success,write,read,logout",iOS_ac-1d-29-5f-23-22_IPv4,normal
SA0143,service_account,2026-07-27 10:13:37.959999,210.90.9.49,"Los Angeles, USA",Customer_DB,token,158.01823407977778,"login_success,execute,logout",Ubuntu20.04_46-29-a4-4b-21-40_IPv4,normal
U0003,user,2026-07-27 10:13:44.959999,213.27.237.216,"Moscow, Russia",HR_Portal,password,228.04386874716027,"login_success,read,logout",iOS_f4-d8-ae-8e-4f-6e_IPv4,normal
U0023,user,2026-07-27 10:15:41.959999,94.64.61.254,"Madrid, Spain",Customer_DB,biometric,431.1660050056446,"login_success,write,read,logout",macOS_18-7c-f2-d0-61-30_IPv4,normal
U0059,user,2026-07-27 10:16:22.959999,2.124.69.109,"Los Angeles, USA",HR_Portal,biometric,206.9908791289043,"login_success,execute,logout",macOS_9c-e9-44-ed-a2-e2_IPv4,normal
U0192,user,2026-07-27 10:17:37.959999,113.168.155.113,"Melbourne, Australia",IoT_Gateway_B,biometric,377.9294449325882,"login_success,write,read,logout",Win10_d0-aa-44-16-b4-ad_IPv4,normal
U0075,user,2026-07-27 10:17:42.959999,27.219.183.119,"Lagos, Nigeria",IoT_Gateway_A,biometric,341.0032736755544,"login_success,read,logout",Win10_1a-23-ae-06-d7-fa_IPv4,normal
U0119,user,2026-07-27 10:18:08.959999,212.148.107.158,"Auckland, New Zealand",IoT_Gateway_B,biometric,288.35280018253445,"login_success,execute,logout",iOS_aa-76-ec-82-eb-82_IPv4,normal
ED0101,edge_device,2026-07-27 10:21:11.959999,28.208.129.60,"Buenos Aires, Argentina",IoT_Gateway_A,certificate,254.71227517316248,"login_success,write,read,logout",RTOS_52-12-e8-2d-a1-81_IPv4,normal
U0192,user,2026-07-27 10:21:14.959999,113.168.155.113,"Melbourne, Australia",IoT_Gateway_B,biometric,303.44703797570696,"login_success,read,logout",Win10_d0-aa-44-16-b4-ad_IPv4,normal
U0145,user,2026-07-27 10:22:12.959999,141.194.240.24,"Los Angeles, USA",HR_Portal,password,309.1847247274863,"login_success,write,read,logout",macOS_d2-dc-e7-74-d3-ad_IPv4,normal
U0092,user,2026-07-27 10:22:19.959999,138.13.57.48,"Sydney, Australia",HR_Portal,password,255.62745697254525,"login_success,download,logout",Win10_68-7a-58-26-50-01_IPv4,normal
